Rm Date	TAMC
147	39840	0
147	39840	0
147	39840	0
147	39840	0
143	39841	0
143	39841	0
143	39841	0
144	39841	0
144	39841	0
144	39841	0
144	39841	0
144	39841	0
144	39841	0
144	39841	0
144	39841	0
145	39841	0
145	39841	0
145	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
146	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
147	39841	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
142	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
146	39842	0
158	39842	0
158	39842	0
158	39842	0
141	39843	0
141	39843	0
141	39843	0
141	39843	0
141	39843	0
142	39843	0
142	39843	0
142	39843	0
142	39843	0
142	39843	0
142	39843	0
142	39843	0
142	39843	0
142	39843	0
142	39843	0
143	39843	0
143	39843	0
143	39843	1
144	39843	0
144	39843	0
144	39843	0
144	39843	0
144	39843	0
144	39843	0
144	39843	0
144	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
146	39843	0
142	39846	0
142	39846	0
142	39846	0
142	39846	0
142	39846	0
142	39846	0
142	39846	0
142	39846	0
142	39846	0
142	39846	0
142	39847	0
142	39847	0
142	39847	0
142	39847	0
142	39847	0
142	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
146	39847	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
142	39848	0
141	39849	0
141	39849	0
141	39849	0
141	39849	0
141	39849	16
143	39849	0
143	39849	0
143	39849	0
144	39849	0
144	39849	0
144	39849	0
144	39849	0
144	39849	0
144	39849	0
144	39849	0
144	39849	0
145	39849	0
145	39849	0
146	39849	0
146	39849	0
146	39849	0
146	39849	0
146	39849	0
146	39849	0
146	39849	0
146	39849	0
146	39849	0
146	39849	0
142	39850	0
142	39850	0
142	39850	0
142	39850	0
142	39850	0
142	39850	0
142	39850	0
142	39850	0
142	39850	0
142	39850	0
143	39850	0
143	39850	0
143	39850	0
144	39850	0
144	39850	0
144	39850	0
144	39850	0
144	39850	0
144	39850	0
144	39850	0
144	39850	0
147	39850	0
147	39850	0
147	39850	0
147	39850	0
147	39850	0
147	39850	0
147	39850	0
147	39850	0
158	39850	0
158	39850	0
158	39850	0
142	39853	0
142	39853	0
142	39853	0
142	39853	0
142	39853	0
142	39853	0
142	39853	0
142	39853	0
142	39853	0
142	39853	0
158	39853	0
158	39853	0
158	39853	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
146	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
147	39854	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
142	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	0
146	39855	1
146	39855	0
146	39855	0
146	39855	0
143	39856	0
143	39856	0
143	39856	0
144	39856	0
144	39856	0
144	39856	0
144	39856	0
144	39856	0
144	39856	0
144	39856	0
144	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
146	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
147	39856	0
141	39857	0
141	39857	0
141	39857	0
141	39857	3
141	39857	1
143	39857	0
143	39857	0
143	39857	0
144	39857	0
144	39857	0
144	39857	0
144	39857	0
144	39857	0
144	39857	0
144	39857	0
144	39857	0
145	39857	0
145	39857	0
146	39857	0
146	39857	0
146	39857	0
146	39857	0
146	39857	0
146	39857	0
146	39857	0
141	39860	0
141	39860	0
141	39860	0
141	39860	0
141	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
146	39860	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
147	39861	0
158	39861	0
158	39861	0
158	39861	0
143	39862	0
143	39862	0
143	39862	1
144	39862	0
144	39862	0
144	39862	0
144	39862	0
144	39862	0
144	39862	0
144	39862	0
144	39862	0
145	39862	0
145	39862	0
145	39862	0
147	39862	0
147	39862	0
147	39862	0
147	39862	0
147	39862	0
147	39862	0
147	39862	0
147	39862	0
142	39863	0
142	39863	0
142	39863	0
142	39863	0
142	39863	0
142	39863	0
142	39863	0
142	39863	0
142	39863	0
142	39863	0
143	39863	1
143	39863	0
144	39863	0
144	39863	0
144	39863	0
144	39863	0
144	39863	0
144	39863	0
144	39863	0
144	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
146	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
147	39863	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39864	0
142	39868	0
142	39868	0
142	39868	0
142	39868	0
142	39868	0
142	39868	0
142	39868	0
142	39868	0
142	39868	0
142	39868	0
142	39869	0
142	39869	0
142	39869	0
142	39869	0
142	39869	0
142	39869	0
142	39869	0
142	39869	0
142	39869	0
142	39869	0
143	39869	0
143	39869	0
143	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
144	39869	0
145	39869	0
145	39869	0
145	39869	0
145	39869	0
145	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
146	39869	0
142	39870	0
142	39870	0
142	39870	0
142	39870	0
142	39870	0
142	39870	0
142	39870	0
142	39870	0
142	39870	0
142	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
146	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
147	39870	0
141	39871	0
141	39871	0
141	39871	0
141	39871	0
141	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	0
142	39871	1
142	39871	0
143	39871	0
143	39871	0
143	39871	1
144	39871	0
144	39871	0
144	39871	0
144	39871	0
144	39871	0
144	39871	0
144	39871	0
144	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
147	39871	0
158	39871	0
158	39871	0
158	39871	0
144	39874	0
144	39874	0
144	39874	0
144	39874	2
144	39874	0
144	39874	0
144	39874	0
144	39874	0
145	39874	0
145	39874	0
145	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
147	39874	0
158	39874	0
158	39874	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
146	39875	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
142	39876	0
143	39876	0
143	39876	0
143	39876	5
143	39876	0
143	39876	0
143	39876	5
143	39876	0
143	39876	0
143	39876	5
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
146	39876	0
141	39877	0
141	39877	0
141	39877	0
141	39877	0
141	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
146	39877	0
143	39878	0
143	39878	0
143	39878	0
144	39878	0
144	39878	0
144	39878	0
144	39878	0
144	39878	0
144	39878	0
144	39878	0
144	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
146	39878	0
147	39878	0
147	39878	0
147	39878	0
147	39878	0
147	39878	0
147	39878	0
147	39878	0
147	39878	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	0
146	39881	1
146	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
147	39881	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
146	39882	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
142	39883	0
143	39883	0
143	39883	0
143	39883	0
144	39883	0
144	39883	0
144	39883	0
144	39883	0
144	39883	0
144	39883	0
144	39883	0
144	39883	0
145	39883	0
145	39883	0
145	39883	0
158	39883	0
158	39883	0
158	39883	0
141	39885	0
141	39885	0
141	39885	0
141	39885	0
141	39885	0
142	39885	0
142	39885	0
142	39885	0
142	39885	0
142	39885	0
143	39885	0
143	39885	0
143	39885	0
144	39885	0
144	39885	0
144	39885	0
144	39885	0
144	39885	0
144	39885	0
144	39885	0
144	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
147	39885	0
142	39888	0
142	39888	0
142	39888	0
142	39888	0
142	39888	0
142	39888	0
142	39888	0
142	39888	0
142	39888	0
142	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
146	39888	0
142	39889	0
142	39889	0
142	39889	0
142	39889	0
142	39889	0
146	39889	0
146	39889	1
146	39889	0
146	39889	0
146	39889	0
146	39889	0
146	39889	0
146	39889	1
146	39889	0
146	39889	0
146	39889	0
146	39889	0
146	39889	0
146	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39889	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
147	39890	0
142	39891	0
142	39891	0
142	39891	0
142	39891	0
142	39891	0
142	39891	0
142	39891	0
142	39891	0
142	39891	0
142	39891	0
143	39891	0
143	39891	0
143	39891	0
144	39891	0
144	39891	0
144	39891	0
144	39891	0
144	39891	0
144	39891	0
144	39891	0
144	39891	0
145	39891	0
145	39891	0
145	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
147	39891	0
143	39892	0
143	39892	0
143	39892	0
144	39892	0
144	39892	0
144	39892	0
144	39892	0
144	39892	0
144	39892	0
144	39892	0
144	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
146	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
147	39892	0
158	39892	0
158	39892	0
158	39892	0
141	39895	0
141	39895	0
141	39895	0
141	39895	1
141	39895	2
146	39895	0
146	39895	0
146	39895	0
146	39895	0
146	39895	0
146	39895	0
146	39895	1
146	39895	0
146	39895	0
146	39895	0
146	39895	0
146	39895	0
146	39895	0
146	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
147	39895	0
141	39896	0
141	39896	0
141	39896	0
141	39896	0
141	39896	0
144	39896	0
144	39896	0
144	39896	0
144	39896	0
144	39896	0
144	39896	0
144	39896	0
144	39896	0
145	39896	0
145	39896	0
145	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
147	39896	0
142	39897	0
142	39897	0
142	39897	0
142	39897	0
142	39897	0
143	39897	0
143	39897	0
143	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
146	39897	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
142	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
146	39898	0
158	39898	0
158	39898	0
158	39898	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39899	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
146	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
147	39902	0
142	39903	1
142	39903	0
142	39903	0
142	39903	0
142	39903	0
143	39903	0
143	39903	0
143	39903	0
144	39903	0
144	39903	0
144	39903	0
144	39903	0
144	39903	0
144	39903	0
144	39903	0
144	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
146	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
147	39903	0
142	39905	0
142	39905	0
142	39905	0
142	39905	0
142	39905	0
144	39905	0
144	39905	0
144	39905	0
144	39905	0
144	39905	0
144	39905	0
144	39905	0
141	39906	0
141	39906	0
141	39906	2
141	39906	0
141	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
147	39906	0
158	39906	0
158	39906	0
158	39906	0
141	39913	0
141	39913	0
141	39913	0
141	39913	0
141	39913	0
141	39913	0
141	39913	0
141	39913	0
141	39913	0
141	39913	2
158	39923	0
158	39923	0
158	39923	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
146	39924	0
133	39925	0
133	39925	0
133	39925	0
133	39925	0
142	39925	0
142	39925	0
142	39925	0
142	39925	0
142	39925	0
143	39925	0
143	39925	0
143	39925	1
144	39925	0
144	39925	0
144	39925	0
144	39925	0
144	39925	0
144	39925	0
144	39925	0
144	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
146	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
147	39925	0
129	39926	0
129	39926	0
129	39926	0
129	39926	0
135	39926	0
135	39926	0
135	39926	0
135	39926	0
141	39926	0
141	39926	0
141	39926	0
141	39926	0
141	39926	0
142	39926	0
142	39926	0
142	39926	0
142	39926	0
142	39926	0
143	39926	0
143	39926	0
143	39926	0
144	39926	0
144	39926	0
144	39926	0
144	39926	0
144	39926	0
144	39926	0
144	39926	0
144	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
146	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
147	39926	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
146	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
147	39927	0
154	39927	0
154	39927	0
154	39927	0
154	39927	0
156	39927	0
156	39927	0
156	39927	0
133	39930	0
133	39930	0
133	39930	0
133	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
146	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
147	39930	0
146	39931	0
146	39931	0
146	39931	0
146	39931	0
146	39931	0
146	39931	0
146	39931	0
146	39931	0
146	39931	0
146	39931	1
146	39931	0
146	39931	0
146	39931	0
146	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
147	39931	0
