Rm	Date	part_5
144	40140	82
144	40140	203
144	40140	41
146	40140	40
146	40140	6
146	40140	19
147	40140	7
147	40140	13
153	40140	0
156	40140	2
127	40141	1
133	40141	0
135	40141	0
129	40142	0
131	40142	0
142	40142	1
142	40142	0
143	40142	5
144	40142	4
144	40142	0
144	40142	18
146	40142	11
146	40142	4
146	40142	1
147	40142	9
147	40142	2
158	40142	16
127	40147	0
133	40147	0
142	40147	2
146	40147	2
147	40147	3
158	40147	0
127	40148	5
133	40148	0
156	40148	5
127	40149	0
129	40149	0
131	40149	1
142	40149	0
142	40149	3
143	40149	471
144	40149	94
144	40149	123
144	40149	160
146	40149	251
146	40149	253
146	40149	43
146	40149	400
146	40149	181
146	40149	100
147	40149	57
147	40149	47
153	40149	0
127	40150	0
131	40150	0
135	40150	0
142	40150	7
142	40150	4
144	40150	84
144	40150	219
144	40150	79
146	40150	48
146	40150	3
146	40150	14
147	40150	88
147	40150	48
147	40150	92
147	40150	114
153	40150	0
129	40151	1
135	40151	0
143	40151	85
156	40151	1
158	40151	0
127	40154	0
129	40154	0
135	40154	2
158	40154	8
127	40156	0
131	40156	1
142	40156	8
142	40156	67
143	40156	8
144	40156	79
144	40156	322
144	40156	60
146	40156	84
146	40156	30
146	40156	13
147	40156	41
147	40156	33
156	40156	9
127	40157	0
129	40157	0
133	40157	0
153	40157	0
131	40158	0
135	40158	0
142	40158	2
142	40158	3
143	40158	48
144	40158	58
144	40158	122
144	40158	84
146	40158	17
146	40158	2
146	40158	5
147	40158	212
147	40158	108
147	40158	126
147	40158	143
156	40158	1
131	40161	0
135	40161	0
146	40161	90
146	40161	28
146	40161	18
146	40161	12
146	40161	8
146	40161	0
156	40161	0
129	40162	22
135	40162	0
142	40162	14
142	40162	19
143	40162	151
144	40162	229
144	40162	690
144	40162	307
146	40162	672
146	40162	158
146	40162	136
158	40162	0
133	40163	0
147	40163	189
147	40163	70
153	40163	2
158	40163	25
142	40164	2
142	40164	0
143	40164	6
144	40164	123
144	40164	56
144	40164	59
129	40165	0
133	40165	0
153	40165	1
133	40168	0
142	40168	2
142	40168	25
143	40168	62
144	40168	157
144	40168	518
144	40168	229
127	40169	0
131	40169	0
135	40169	0
142	40169	2
142	40169	3
143	40169	10
144	40169	87
144	40169	20
144	40169	18
129	40170	0
158	40170	5
127	40176	4
129	40176	5
131	40176	0
133	40176	1
135	40176	1
142	40176	27
142	40176	5
143	40176	104
144	40176	230
144	40176	378
144	40176	355
146	40176	171
146	40176	305
146	40176	134
147	40176	57
147	40176	40
158	40176	140
