Date	Loop_Diam	Room	Port	Bioburden	TOC	Conductivity
39982	2	621	DV-B406	0	57.5	0.57
39983	1.5	531	DV-A156	0	56.9	0.17
39983	2	531	SV-B202	0	44.7	0.29
39983	2	613	DV-B414	1	26.4	0.33
39983	2	621	DV-B407	0	22.8	0.49
39986	1.5	531	DV-A156	0	17.7	0.24
39986	2	531	SV-B202	0	22.6	0.09
39986	2	613	DV-B414	0	21.4	0.45
39986	2	621	DV-B407	0	46.6	0.17
39987	1.5	533	DV-A301	0	32.6	0.11
39987	2	613	DV-B412	0	19.6	0.09
39987	2	617	DV-B400	0	19.5	0.08
39987	2	619	DV-B402	0	41.2	0.55
39987	2	621	DV-B405	8	28.2	0.36
