Rm	Date	Read1	Read2	Read3	MEAN
164	40035	0	0	0	0
147A	40035	6	32	81	40
147A	40035	81	79	31	64
143	40037	44	10	5	20
145	40037	9	8	4	7
164	40037	0	0	0	0
164	40037	0	0	0	0
147A	40037	30	10	3	14
147A	40037	12	8	6	9
126	40038	264	195	129	196
127	40038	62	27	27	39
127	40038	27	24	13	21
127	40038	12	12	13	12
134	40038	651	286	289	409
135	40038	372	323	225	307
135	40038	52	33	57	47
135	40038	25	25	11	20
152	40038	115	21	9	48
156	40038	45	77	63	62
156	40038	45	45	37	42
157	40038	21	7	1	10
159	40038	347	81	33	154
159	40038	174	17	6	66
164	40038	0	0	0	0
164	40038	0	0	0	0
147A	40038	26	24	34	28
147A	40038	66	27	10	34
134	40039	308	87	202	199
135	40039	158	85	135	126
135	40039	130	40	11	60
135	40039	136	206	224	189
152	40039	48	31	12	30
156	40039	49	23	3	25
156	40039	127	289	45	154
128	40042	17	10	5	11
129	40042	38	18	21	26
129	40042	7	9	5	7
129	40042	4	4	2	3
164	40042	0	0	0	0
164	40042	0	0	0	0
147A	40042	65	46	22	44
147A	40042	38	24	2	21
131	40043	35	22	213	90
131	40043	20	11	35	22
131	40043	42	21	10	24
132	40043	19	19	40	26
133	40043	29	30	9	23
133	40043	222	124	58	135
133	40043	21	18	23	21
153	40043	347	98	205	217
153	40043	276	64	81	140
153	40043	73	74	264	137
154	40043	64	12	9	28
164	40043	0	0	0	0
164	40043	0	0	0	0
147A	40043	58	59	7	41
147A	40043	47	13	11	24
126	40044	188	107	58	118
127	40044	22	8	3	11
127	40044	39	18	28	28
127	40044	32	110	27	56
132	40044	32	23	20	25
133	40044	7	1	5	4
133	40044	9	34	35	26
133	40044	19	22	17	19
143	40044	308	64	14	129
145	40044	40	10	12	21
153	40044	304	312	270	295
153	40044	40	49	61	50
153	40044	65	58	200	108
154	40044	182	60	158	133
157	40044	82	158	198	146
128	40045	127	79	68	91
129	40045	117	47	61	75
129	40045	81	32	25	46
129	40045	31	66	93	63
131	40045	115	8	3	42
131	40045	28	9	5	14
131	40045	14	13	4	10
134	40045	343	221	83	216
135	40045	125	48	29	67
135	40045	31	19	9	20
135	40045	420	608	166	398
152	40045	75	60	33	56
156	40045	69	39	1	36
156	40045	37	29	24	30
164	40045	0	4	0	1
164	40045	0	0	0	0
147A	40045	16	1	0	6
147A	40045	82	40	26	49
126	40046	372	298	234	301
127	40046	118	29	30	59
127	40046	24	6	6	12
127	40046	6	2	0	3
134	40046	444	238	91	258
135	40046	38	17	10	22
135	40046	22	13	9	15
135	40046	129	174	41	115
143	40046	3	7	12	7
145	40046	310	92	27	143
152	40046	45	33	13	30
156	40046	12	16	11	13
156	40046	148	8	0	52
157	40046	481	149	42	224
159	40046	2	0	4	2
159	40046	59	9	1	23
126	40049	34	40	25	33
127	40049	66	180	109	118
127	40049	12	5	3	7
127	40049	17	3	4	8
134	40049	64	33	19	39
135	40049	62	37	10	36
135	40049	10	3	0	4
135	40049	16	79	35	43
152	40049	138	38	28	68
156	40049	3	2	1	2
156	40049	1	0	0	0
157	40049	13	5	3	7
159	40049	25	4	3	11
159	40049	22	1	1	8
128	40050	836	870	950	885
129	40050	1085	677	632	798
129	40050	330	386	391	369
129	40050	878	804	628	770
164	40050	0	0	0	0
164	40050	0	0	0	0
147A	40050	29	72	40	47
147A	40050	87	43	12	47
131	40051	40	17	13	23
131	40051	25	49	51	42
131	40051	16	8	8	11
132	40051	245	53	71	123
133	40051	2018	41	114	724
133	40051	122	774	137	344
133	40051	51	16	7	25
153	40051	841	292	293	475
153	40051	87	91	75	84
153	40051	36	146	344	175
154	40051	69	32	14	38
126	40052	313	219	144	225
127	40052	51	149	380	193
127	40052	94	25	66	62
127	40052	68	49	47	55
132	40052	30	18	4	17
133	40052	7	12	10	10
133	40052	4	14	7	8
133	40052	1	8	7	5
143	40052	43	30	23	32
145	40052	56	28	12	32
153	40052	42	174	89	102
153	40052	37	39	187	88
153	40052	21	22	117	53
154	40052	243	82	46	124
157	40052	84	29	19	44
159	40052	25	75	11	37
159	40052	45	11	2	19
131	40053	21	11	2	11
131	40053	28	18	17	21
131	40053	7	5	7	6
134	40053	825	261	102	396
135	40053	57	28	121	69
135	40053	23	8	15	15
135	40053	32	9	8	16
143	40053	23	8	1	11
145	40053	162	53	24	80
152	40053	216	57	6	93
156	40053	7	5	27	13
156	40053	36	8	46	30
164	40053	0	0	0	0
147A	40053	71	118	70	86
126	40056	62	34	28	41
127	40056	29	114	64	69
127	40056	16	10	3	10
127	40056	6	3	2	4
134	40056	2	1	2	2
135	40056	27	17	27	24
135	40056	4	8	6	6
135	40056	15	43	22	27
143	40056	227	93	1612	644
145	40056	50	18	7	25
152	40056	49	9	5	21
156	40056	0	0	0	0
156	40056	2	2	4	3
157	40056	21	3	0	8
159	40056	63	6	4	24
159	40056	50	5	4	20
164	40056	0	0	0	0
164	40056	0	0	0	0
147A	40056	95	40	15	50
147A	40056	28	11	7	15
131	40057	93	65	54	71
131	40057	5	5	2	4
131	40057	18	3	63	28
134	40057	14	32	21	22
135	40057	13	11	11	12
135	40057	6	133	79	73
135	40057	89	48	9	49
152	40057	185	196	83	155
156	40057	12	10	117	46
156	40057	17	3	4	8
128	40058	303	463	276	347
129	40058	536	796	974	769
129	40058	1987	1959	2008	1985
129	40058	287	345	359	330
132	40058	129	47	38	71
133	40058	19	11	12	14
133	40058	37	30	15	27
133	40058	18	15	68	34
157	40058	64	1	0	22
159	40058	27	7	7	14
159	40058	8	0	1	3
164	40058	0	0	0	0
164	40058	0	0	0	0
147A	40058	5	4	1	3
147A	40058	27	9	2	13
131	40059	20	13	13	15
131	40059	15	7	5	9
131	40059	91	49	21	54
132	40059	64	18	8	30
133	40059	22	18	34	25
133	40059	69	72	42	61
133	40059	13	3	14	10
153	40059	109	34	32	58
153	40059	32	18	7	19
153	40059	36	77	78	64
154	40059	70	38	18	42
128	40060	469	482	782	578
129	40060	708	471	390	523
129	40060	1575	1581	1606	1587
129	40060	308	554	188	350
143	40060	899	261	70	410
145	40060	62	29	20	37
153	40060	25	47	54	42
153	40060	49	43	17	36
154	40060	316	52	26	131
164	40060	0	0	0	0
164	40060	0	0	2	1
147A	40060	44	22	14	27
147A	40060	69	52	106	76
147A	40060	274	245	140	220
147A	40060	163	361	204	243
126	40064	29	7	8	15
127	40064	4	4	12	7
127	40064	12	2	3	6
127	40064	4	2	4	3
134	40064	191	82	64	112
135	40064	96	73	36	68
135	40064	31	118	223	124
135	40064	317	282	360	320
152	40064	8	9	12	10
156	40064	68	25	4	32
156	40064	67	4	4	25
164	40064	0	0	0	0
128	40065	1005	649	366	673
129	40065	205	177	198	193
129	40065	1833	1538	762	1378
129	40065	196	145	369	237
131	40065	166	39	17	74
131	40065	23	10	7	13
131	40065	9	9	3	7
134	40065	54	31	24	36
135	40065	178	282	310	257
135	40065	62	44	56	54
135	40065	59	28	24	37
143	40065	4163	1096	543	1934
145	40065	418	171	115	235
152	40065	178	82	143	134
156	40065	127	3	20	50
156	40065	63	61	57	60
157	40065	234	32	24	97
159	40065	169	20	6	65
159	40065	192	36	4	77
147A	40065	23	10	5	13
147A	40065	346	84	68	166
131	40066	41	30	242	104
131	40066	7	22	25	18
131	40066	20	91	59	57
132	40066	201	111	34	115
133	40066	8	13	18	13
133	40066	36	34	36	35
133	40066	44	21	14	26
157	40066	51	17	0	23
159	40066	35	7	3	15
159	40066	34	19	4	19
164	40066	0	0	0	0
164	40066	0	0	0	0
147A	40066	14	17	5	12
147A	40066	15	9	33	19
128	40067	51	29	24	35
129	40067	172	114	63	116
129	40067	256	157	49	154
129	40067	99	301	116	172
132	40067	73	130	35	79
133	40067	18	13	14	15
133	40067	25	41	42	36
133	40067	14	14	9	12
143	40067	0	2	1	1
145	40067	89	27	39	52
154	40067	209	113	329	217
128	40070	48	44	39	44
129	40070	212	242	335	263
129	40070	336	337	396	356
129	40070	116	185	121	141
143	40070	2	0	29	10
145	40070	94	122	44	87
153	40070	26	7	0	11
153	40070	15	2	2	6
153	40070	10	3	1	5
154	40070	109	61	57	76
164	40070	0	0	0	0
164	40070	0	1	0	0
165	40070	0	0	0	0
147A	40070	78	26	19	41
147A	40070	37	12	4	18
126	40071	8	7	14	10
127	40071	10	18	69	32
127	40071	5	21	1	9
127	40071	19	19	13	17
134	40071	29	109	54	64
135	40071	119	59	64	81
135	40071	43	28	35	35
135	40071	37	44	59	47
143	40071	787	193	70	350
145	40071	517	551	726	598
152	40071	26	42	3	24
156	40071	46	188	67	100
156	40071	15	5	41	20
126	40072	144	77	60	94
127	40072	45	33	39	39
127	40072	42	24	42	36
127	40072	36	27	17	27
131	40072	54	64	123	80
131	40072	25	22	10	19
131	40072	7	7	4	6
134	40072	10	4	16	10
135	40072	40	48	117	68
135	40072	139	44	26	70
135	40072	98	42	28	56
152	40072	92	36	59	62
156	40072	53	37	39	43
156	40072	0	0	0	0
157	40072	28	62	3	31
159	40072	139	37	13	63
159	40072	33	11	37	27
164	40072	0	0	0	0
164	40072	11	5	4	7
147A	40072	136	82	35	84
147A	40072	3032	1432	603	1689
147A	40072	13	5	10	9
147A	40072	25	34	19	26
128	40073	592	326	215	378
129	40073	719	903	967	863
129	40073	1657	1504	1456	1539
129	40073	1654	1661	2084	1800
132	40073	99	58	107	88
133	40073	30	18	38	29
133	40073	69	29	43	47
133	40073	101	47	32	60
157	40073	204	37	24	88
159	40073	57	12	8	26
159	40073	24	1	0	8
164	40073	94	60	38	64
164	40073	0	0	0	0
147A	40073	518	313	101	311
147A	40073	85	71	56	71
126	40074	15	6	5	9
127	40074	63	19	31	38
127	40074	27	17	60	35
127	40074	13	9	14	12
131	40074	73	44	30	49
131	40074	39	42	24	35
131	40074	20	31	66	39
132	40074	64	56	41	54
133	40074	41	59	35	45
133	40074	78	28	14	40
133	40074	87	98	108	98
153	40074	160	61	33	85
153	40074	12	9	5	9
153	40074	271	223	209	234
154	40074	30	27	10	22
132	40077	47	29	55	44
133	40077	15	8	2	8
133	40077	17	13	42	24
133	40077	21	16	16	18
152	40077	160	55	9	75
153	40077	36	8	5	16
153	40077	13	11	7	10
153	40077	14	2	6	7
153	40077	71	146	104	107
153	40077	89	65	54	69
153	40077	27	31	45	34
154	40077	107	88	52	82
156	40077	6	0	3	3
156	40077	10	23	0	11
164	40077	0	0	0	0
164	40077	0	0	0	0
147A	40077	71	29	20	40
147A	40077	28	6	1	12
128	40078	95	78	117	97
129	40078	57	28	41	42
129	40078	258	132	91	160
129	40078	267	257	113	212
143	40078	225	59	9	98
145	40078	604	229	121	318
153	40078	47	55	16	39
153	40078	9	13	13	12
153	40078	66	23	60	50
154	40078	48	6	1	18
126	40079	145	105	89	113
127	40079	30	6	7	14
127	40079	25	14	13	17
127	40079	51	24	7	27
131	40079	78	39	35	51
131	40079	11	6	3	7
131	40079	1	2	2	2
134	40079	231	337	255	274
135	40079	1585	1810	1190	1528
135	40079	231	271	363	288
135	40079	738	599	458	598
143	40079	0	0	0	0
145	40079	160	57	12	76
153	40079	29	14	31	25
153	40079	48	42	24	38
153	40079	38	112	141	97
154	40079	42	40	11	31
131	40080	16	5	20	14
131	40080	34	137	11	61
131	40080	54	13	11	26
134	40080	282	150	111	181
135	40080	14	55	18	29
135	40080	14	19	4	12
135	40080	155	76	45	92
152	40080	63	28	16	36
156	40080	61	98	71	77
156	40080	28	32	22	27
157	40080	235	18	22	92
159	40080	104	120	50	91
159	40080	13	3	3	6
147A	40080	213	159	104	159
147A	40080	88	65	54	69
164	40081	1	0	0	0
164	40081	0	0	0	0
147A	40081	4	4	0	3
147A	40081	13	7	2	7
128	40084	68	39	30	46
129	40084	208	118	93	140
129	40084	137	80	106	108
129	40084	185	105	53	114
132	40084	126	39	48	71
133	40084	31	15	1	16
133	40084	44	111	95	83
133	40084	69	26	5	33
157	40084	40	0	5	15
159	40084	57	25	4	29
159	40084	0	0	1	0
164	40084	0	0	0	0
164	40084	0	0	0	0
147A	40084	24	3	9	12
147A	40084	19	8	2	10
164	40085	62	11	6	26
164	40085	1	0	0	0
147A	40085	381	175	104	220
147A	40085	94	97	48	80
126	40086	1993	1451	885	1443
127	40086	1988	1632	2247	1956
127	40086	1827	972	578	1126
127	40086	1375	1409	388	1057
128	40086	456	313	213	327
129	40086	334	164	195	231
129	40086	576	270	355	400
129	40086	247	107	248	201
153	40086	61	42	17	40
153	40086	56	30	116	67
153	40086	63	25	6	31
154	40086	211	50	17	93
164	40086	0	0	0	0
164	40086	0	0	0	0
147A	40086	137	58	21	72
147A	40086	48	49	37	45
126	40087	2289	1645	1475	1803
127	40087	544	398	319	420
127	40087	870	441	271	527
127	40087	205	416	523	381
131	40087	17	177	59	84
131	40087	17	16	9	14
131	40087	3	1	0	1
134	40087	90	45	84	73
135	40087	728	702	480	637
135	40087	312	273	387	324
135	40087	136	138	271	182
143	40087	15	3	0	6
145	40087	25	41	19	28
153	40087	378	143	55	192
153	40087	88	54	326	156
153	40087	1419	305	465	730
154	40087	120	108	92	107
164	40087	0	0	0	0
164	40087	0	0	0	0
147A	40087	48	12	9	23
147A	40087	40	14	7	20
126	40088	228	152	99	160
127	40088	312	68	242	207
127	40088	223	123	270	205
127	40088	976	214	118	436
131	40088	31	27	13	24
131	40088	776	7	26	270
131	40088	11	1	4	5
132	40088	141	125	81	116
133	40088	55	79	35	56
133	40088	23	14	7	15
133	40088	50	21	12	28
134	40088	73	71	28	57
135	40088	32	30	83	48
135	40088	19	27	56	34
135	40088	18	43	116	59
143	40088	35	10	20	22
145	40088	204	117	49	123
157	40088	84	6	6	32
159	40088	108	256	114	159
152	40089	202	174	133	170
156	40089	78	224	31	111
156	40089	135	40	15	63
126	40091	523	410	280	404
127	40091	690	137	185	337
127	40091	111	32	16	53
127	40091	17	11	7	12
134	40091	17	3	14	11
135	40091	509	593	532	545
135	40091	262	263	179	235
135	40091	145	155	148	149
152	40091	155	49	27	77
156	40091	69	15	1	28
156	40091	5	0	0	2
157	40091	54	0	1	18
159	40091	597	144	4	248
159	40091	33	10	0	14
128	40092	17	15	35	22
129	40092	243	264	240	249
129	40092	123	50	55	76
129	40092	90	118	155	121
132	40092	93	138	126	119
133	40092	262	222	193	226
133	40092	78	28	16	41
133	40092	124	82	108	105
157	40092	842	526	231	533
159	40092	296	358	57	237
159	40092	221	30	6	86
132	40093	179	122	62	121
133	40093	119	144	48	104
133	40093	36	29	82	49
133	40093	20	29	64	38
152	40093	171	72	35	93
156	40093	88	383	49	173
156	40093	186	182	179	182
164	40093	0	0	6	2
164	40093	0	0	0	0
147A	40093	140	50	17	69
147A	40093	141	77	38	85
128	40094	301	253	146	233
129	40094	700	402	304	469
129	40094	454	1971	1935	1453
129	40094	2569	2186	1753	2169
131	40094	50	12	11	24
131	40094	54	1226	105	462
131	40094	30	39	340	136
143	40094	101	23	11	45
145	40094	48	22	25	32
153	40094	65	142	113	107
153	40094	97	68	8	58
153	40094	24	29	21	25
154	40094	569	73	90	244
131	40095	16	13	3	11
131	40095	9	72	48	43
131	40095	4	3	25	11
134	40095	191	130	75	132
135	40095	44	132	18	65
135	40095	7	14	5	9
135	40095	3	13	3	6
143	40095	161	45	8	71
145	40095	31	46	6	28
153	40095	50	178	74	101
153	40095	14	6	13	11
153	40095	13	67	72	51
154	40095	220	193	172	195
164	40095	0	1	0	0
164	40095	5	0	0	2
147A	40095	15	5	4	8
147A	40095	394	225	132	250
126	40098	216	122	85	141
127	40098	46	11	3	20
127	40098	10	5	0	5
127	40098	1	1	0	1
131	40098	20	11	22	18
131	40098	43	19	22	28
131	40098	9	38	106	51
134	40098	59	38	30	42
135	40098	29	29	74	44
135	40098	17	19	13	16
135	40098	11	15	26	17
153	40098	108	37	26	57
153	40098	11	3	15	10
153	40098	14	99	104	72
154	40098	153	97	76	109
126	40099	156	66	412	211
127	40099	88	96	78	87
127	40099	125	25	27	59
127	40099	18	12	23	18
134	40099	305	315	211	277
135	40099	228	184	221	211
135	40099	232	490	341	354
135	40099	279	257	233	256
152	40099	82	104	53	80
156	40099	28	2	0	10
156	40099	10	57	54	40
157	40099	267	150	84	167
159	40099	59	27	73	53
159	40099	75	70	205	117
128	40100	1954	1610	1582	1715
129	40100	4585	4220	4138	4314
129	40100	4316	4204	4884	4468
129	40100	5060	4605	4715	4793
132	40100	45	85	37	56
133	40100	126	63	83	91
133	40100	164	101	144	136
133	40100	133	58	35	75
143	40100	10	4	2	5
145	40100	663	248	86	332
157	40100	166	115	95	125
159	40100	43	113	19	58
159	40100	178	19	8	68
132	40101	14	15	13	14
133	40101	33	31	19	28
133	40101	38	38	34	37
133	40101	25	12	20	19
152	40101	260	33	17	103
156	40101	19	350	12	127
156	40101	13	1	2	5
164	40101	8	0	1	3
164	40101	0	0	0	0
147A	40101	145	140	132	139
147A	40101	179	171	153	168
128	40102	105	41	21	56
129	40102	113	158	127	133
129	40102	107	222	71	133
129	40102	137	65	151	118
131	40102	134	64	37	78
131	40102	56	16	15	29
131	40102	23	7	18	16
143	40102	424	537	226	396
145	40102	190	71	37	99
153	40102	207	118	174	166
153	40102	24	24	24	24
153	40102	27	16	28	24
154	40102	259	157	128	181
128	40105	159	126	95	127
129	40105	832	982	889	901
129	40105	2057	2786	1789	2211
129	40105	386	394	495	425
131	40105	38	8	12	19
131	40105	2	16	31	16
131	40105	1	0	0	0
153	40105	266	87	26	126
153	40105	82	108	143	111
153	40105	55	41	9	35
154	40105	301	123	118	181
126	40106	402	154	257	271
127	40106	113	88	60	87
127	40106	11	9	4	8
127	40106	40	38	52	43
131	40106	98	133	58	96
131	40106	119	113	76	103
131	40106	305	133	118	185
134	40106	161	73	150	128
135	40106	255	280	489	341
135	40106	66	157	81	101
135	40106	73	55	67	65
143	40106	185	53	60	99
145	40106	82	21	13	39
153	40106	282	145	172	200
153	40106	43	105	33	60
153	40106	21	34	103	53
154	40106	212	88	39	113
164	40106	0	1	0	0
164	40106	0	0	0	0
147A	40106	701	315	165	394
147A	40106	32	16	8	19
126	40107	331	139	146	205
127	40107	227	234	178	213
127	40107	187	67	84	113
127	40107	112	50	25	62
134	40107	150	204	179	178
135	40107	149	97	93	113
135	40107	209	304	174	229
135	40107	149	173	243	188
143	40107	79	13	4	32
145	40107	151	101	37	96
152	40107	12	2	1	5
156	40107	36	16	18	23
156	40107	149	85	70	101
157	40107	243	195	9	149
159	40107	31	40	95	55
159	40107	75	38	63	59
164	40107	0	0	0	0
164	40107	0	0	0	0
147A	40107	136	73	39	83
147A	40107	3	4	0	2
132	40108	284	165	119	189
133	40108	41	65	24	43
133	40108	193	136	132	154
133	40108	60	91	131	94
152	40108	308	126	49	161
156	40108	128	96	51	92
156	40108	92	134	156	127
157	40108	27	14	18	20
159	40108	55	15	5	25
159	40108	17	2	2	7
126	40109	950	681	580	737
127	40109	1120	465	398	661
127	40109	681	571	352	535
127	40109	78	47	40	55
128	40109	401	239	186	275
129	40109	403	296	239	313
129	40109	372	458	300	377
129	40109	234	296	240	257
132	40109	96	45	24	55
133	40109	2	2	21	8
133	40109	42	34	19	32
133	40109	30	21	98	50
132	40112	60	31	12	34
133	40112	47	35	77	53
133	40112	439	336	55	277
133	40112	155	58	31	81
152	40112	71	30	15	39
156	40112	80	26	16	41
156	40112	8	1	1	3
164	40112	0	0	0	0
164	40112	0	0	0	0
147A	40112	149	78	52	93
147A	40112	29	17	6	17
128	40113	177	112	122	137
129	40113	473	581	511	522
129	40113	127	207	279	204
129	40113	891	1241	1095	1076
131	40113	144	98	164	135
131	40113	8	10	17	12
131	40113	5	6	7	6
143	40113	2	56	0	19
145	40113	102	107	64	91
153	40113	75	79	38	64
153	40113	34	49	44	42
153	40113	18	14	27	20
154	40113	55	87	27	56
164	40113	0	0	0	0
164	40113	0	0	0	0
147A	40113	5	4	2	4
147A	40113	30	13	14	19
131	40114	175	10	149	111
131	40114	30	15	27	24
131	40114	21	7	5	11
134	40114	79	40	31	50
135	40114	111	132	87	110
135	40114	38	52	17	36
135	40114	38	31	27	32
152	40114	183	140	68	130
156	40114	189	33	26	83
156	40114	303	90	83	159
143	40115	339	251	60	217
145	40115	85	76	173	111
126	40116	186	114	160	153
127	40116	451	122	71	215
127	40116	353	140	146	213
127	40116	112	106	88	102
128	40116	146	49	32	76
129	40116	219	129	84	144
129	40116	988	123	91	401
129	40116	321	352	241	305
132	40116	131	130	98	120
133	40116	22	72	14	36
133	40116	15	38	18	24
133	40116	0	4	7	4
157	40116	125	22	7	51
159	40116	0	1	1	1
159	40116	29	24	2	18
126	40119	130	85	66	94
127	40119	121	69	854	348
127	40119	84	38	20	47
127	40119	12	5	3	7
132	40119	15	14	7	12
133	40119	916	619	398	644
133	40119	2603	2563	3188	2785
133	40119	1701	1729	1577	1669
157	40119	1	0	4	2
159	40119	18	5	2	8
159	40119	28	12	4	15
128	40120	369	233	187	263
129	40120	577	823	857	752
129	40120	1008	938	1091	1012
129	40120	1260	2665	2240	2055
130	40120	166	77	29	91
131	40120	12	16	38	22
131	40120	22	20	18	20
131	40120	0	0	0	0
153	40120	52	49	74	58
153	40120	22	7	7	12
153	40120	17	28	19	21
154	40120	132	72	149	118
164	40120	0	0	0	0
164	40120	0	0	0	0
165	40120	0	1	122	41
147A	40120	133	134	84	117
147A	40120	167	59	35	87
131	40121	333	125	223	227
131	40121	19	11	7	12
131	40121	27	16	35	26
152	40121	144	95	49	96
156	40121	26	11	7	15
156	40121	14	55	76	48
164	40121	0	0	0	0
164	40121	0	0	0	0
147A	40121	52	75	96	74
147A	40121	63	83	10	52
132	40122	48	47	42	46
133	40122	9	7	9	8
133	40122	14	24	8	15
133	40122	48	67	86	67
134	40122	455	197	140	264
135	40122	495	527	225	416
135	40122	201	592	212	335
135	40122	186	133	312	210
143	40122	34	13	8	18
145	40122	245	217	73	178
152	40122	220	67	38	108
156	40122	47	2760	266	1024
156	40122	49	26	5	27
164	40122	0	0	0	0
164	40122	0	0	0	0
147A	40122	148	206	193	182
147A	40122	116	137	93	115
128	40123	323	265	231	273
129	40123	281	390	553	408
129	40123	623	534	426	528
129	40123	770	526	485	594
134	40123	217	131	61	136
135	40123	62	62	96	73
135	40123	16	13	9	13
135	40123	14	16	137	56
143	40123	118	24	9	50
145	40123	25	19	13	19
153	40123	48	26	6	27
153	40123	91	189	95	125
153	40123	21	30	108	53
154	40123	403	182	112	232
157	40123	190	113	13	105
159	40123	73	0	0	24
159	40123	15	7	176	66
165	40123	0	0	0	0
128	40126	46	35	12	31
129	40126	87	31	28	49
129	40126	87	50	23	53
129	40126	12	23	17	17
157	40126	13	15	7	12
159	40126	6	1	3	3
159	40126	16	7	3	9
132	40127	37	49	39	42
133	40127	182	59	35	92
133	40127	61	131	60	84
133	40127	60	42	37	46
143	40127	307	87	15	136
145	40127	243	130	112	162
157	40127	45	20	12	26
159	40127	36	17	8	20
159	40127	39	9	44	31
126	40128	272	218	146	212
127	40128	25	9	1	12
127	40128	189	65	55	103
127	40128	38	9	8	18
143	40128	936	287	60	428
145	40128	456	263	157	292
152	40128	171	66	53	97
156	40128	17	40	41	33
156	40128	18	1	3	7
126	40129	292	127	74	164
127	40129	89	75	61	75
127	40129	2	2	0	1
127	40129	3	8	3	5
132	40129	138	157	136	144
133	40129	37	675	1674	795
133	40129	2311	2043	2029	2128
133	40129	27	18	24	23
153	40129	66	385	85	179
153	40129	81	42	50	58
153	40129	154	53	42	83
154	40129	28	11	10	16
164	40129	1	0	1	1
165	40129	0	0	0	0
147A	40129	16	9	1	9
128	40130	188	126	83	132
129	40130	484	578	374	479
129	40130	488	278	126	297
129	40130	287	560	303	383
134	40130	309	109	111	176
135	40130	9	15	14	13
135	40130	14	7	8	10
135	40130	6	15	12	11
152	40130	221	151	130	167
156	40130	33	23	14	23
156	40130	10	2	44	19
164	40130	0	0	0	0
147A	40130	19	36	19	25
126	40133	100	60	60	73
127	40133	63	28	35	42
127	40133	51	31	14	32
127	40133	9	7	4	7
132	40133	35	35	23	31
133	40133	401	122	42	188
133	40133	126	11	5	47
133	40133	16	13	10	13
134	40133	22	6	21	16
135	40133	62	44	37	48
135	40133	53	33	22	36
135	40133	49	121	55	75
152	40133	48	19	42	36
156	40133	5	0	1	2
156	40133	0	25	2	9
128	40134	357	252	147	252
129	40134	528	608	395	510
129	40134	1119	1023	930	1024
129	40134	524	813	1061	799
130	40134	45	21	6	24
131	40134	303	22	101	142
131	40134	13	1	42	19
131	40134	43	18	7	23
134	40134	53	23	20	32
135	40134	125	159	108	131
135	40134	177	53	54	95
135	40134	53	88	88	76
143	40134	73	24	1	33
145	40134	243	111	59	138
157	40134	43	23	7	24
159	40134	2	0	0	1
159	40134	220	25	13	86
130	40135	189	78	44	104
131	40135	207	52	100	120
131	40135	186	154	130	157
131	40135	45	189	9	81
132	40135	217	55	59	110
133	40135	235	157	134	175
133	40135	116	204	177	166
133	40135	162	169	96	142
143	40135	323	23	30	125
145	40135	54	20	2	25
153	40135	375	232	123	243
153	40135	71	47	36	51
153	40135	122	170	100	131
154	40135	49	25	25	33
157	40135	15	7	1	8
159	40135	6	0	0	2
159	40135	11	3	22	12
164	40135	0	0	0	0
164	40135	0	0	0	0
165	40135	0	0	0	0
147A	40135	198	78	123	133
147A	40135	199	147	160	169
126	40136	376	283	194	284
127	40136	144	23	7	58
127	40136	82	56	20	53
127	40136	75	36	49	53
152	40136	368	130	35	178
156	40136	238	97	108	148
156	40136	14	6	4	8
164	40136	0	0	0	0
164	40136	0	0	0	0
147A	40136	23	12	10	15
147A	40136	321	127	103	184
128	40137	361	282	317	320
129	40137	750	1481	887	1039
129	40137	1714	1461	2314	1830
129	40137	440	527	622	530
153	40137	1180	1004	186	790
153	40137	24	32	51	36
153	40137	16	6	9	10
154	40137	50	16	14	27
164	40137	0	0	0	0
164	40137	0	0	0	0
147A	40137	65	44	84	64
147A	40137	5	4	2	4
143	40140	32	16	2	17
145	40140	548	383	378	436
152	40140	109	36	24	56
153	40140	111	27	32	57
153	40140	26	10	7	14
153	40140	9	4	11	8
154	40140	252	132	153	179
156	40140	1	0	0	0
156	40140	0	0	0	0
164	40140	0	0	0	0
165	40140	0	0	0	0
126	40141	242	223	161	209
127	40141	26	18	6	17
127	40141	23	7	13	14
127	40141	38	8	43	30
132	40141	55	38	4	32
133	40141	33	33	17	28
133	40141	36	73	134	81
133	40141	33	235	125	131
134	40141	246	139	103	163
135	40141	34	155	22	70
135	40141	49	15	13	26
135	40141	44	70	180	98
147A	40141	184	102	115	134
128	40142	205	62	25	97
129	40142	15	16	16	16
129	40142	7	5	4	5
129	40142	13	3	3	6
130	40142	53	44	24	40
131	40142	107	19	8	45
131	40142	45	9	2	19
131	40142	419	31	386	279
143	40142	6	0	0	2
145	40142	80	282	709	357
157	40142	24	14	16	18
159	40142	0	2	10	4
159	40142	11	1	0	4
126	40147	73	24	26	41
127	40147	31	10	21	21
127	40147	54	20	8	27
127	40147	26	9	2	12
131	40147	26	22	5	18
131	40147	10	7	10	9
131	40147	6	9	2	6
132	40147	1	0	0	0
133	40147	4	1	7	4
133	40147	31	12	5	16
133	40147	2	5	4	4
157	40147	24	10	1	12
159	40147	7	0	0	2
159	40147	9	14	4	9
132	40148	217	137	64	139
133	40148	12	12	19	14
133	40148	43	49	24	39
133	40148	54	26	31	37
152	40148	186	1099	123	469
156	40148	164	43	22	76
156	40148	7	5	0	4
128	40149	221	196	138	185
129	40149	168	122	103	131
129	40149	2295	1917	1450	1887
129	40149	181	164	103	149
130	40149	152	19	29	67
131	40149	74	40	314	143
131	40149	14	45	25	28
131	40149	22	14	7	14
143	40149	2	0	0	1
145	40149	261	95	25	127
153	40149	107	86	58	84
153	40149	120	60	64	81
153	40149	61	57	50	56
154	40149	347	106	150	201
164	40149	0	0	0	0
