Rm	Date	part_0.5
146	40127	3147
146	40127	447
147	40127	6278
147	40127	5404
158	40127	2065
143	40128	124
144	40128	6180
144	40128	5898
144	40128	569
146	40128	142
146	40128	9
146	40128	17
147	40128	662
147	40128	176
156	40128	39
127	40129	0
133	40129	0
153	40129	0
129	40130	4
135	40130	0
147	40130	346
147	40130	212
156	40130	1
133	40133	0
135	40133	0
156	40133	21
129	40134	0
131	40134	0
135	40134	0
142	40134	377
142	40134	487
143	40134	2324
144	40134	1004
144	40134	3205
144	40134	1731
158	40134	0
131	40135	200
133	40135	2
142	40135	194
142	40135	104
143	40135	271
144	40135	642
144	40135	1539
144	40135	423
146	40135	972
146	40135	250
146	40135	65
146	40135	3208
146	40135	1741
146	40135	192
147	40135	1197
147	40135	686
153	40135	0
158	40135	252
127	40136	0
146	40136	28
146	40136	55
146	40136	23
146	40136	898
146	40136	192
146	40136	229
147	40136	3687
147	40136	4156
147	40136	1069
147	40136	1039
156	40136	157
129	40137	4
146	40137	451
146	40137	347
146	40137	850
146	40137	20
146	40137	23
146	40137	1
147	40137	521
147	40137	615
147	40137	476
147	40137	524
153	40137	0
142	40140	207
142	40140	799
142	40140	1105
142	40140	182
143	40140	603
144	40140	1821
144	40140	9741
144	40140	795
146	40140	458
146	40140	182
146	40140	191
147	40140	218
147	40140	208
153	40140	0
156	40140	6
127	40141	2
133	40141	0
135	40141	0
129	40142	0
131	40142	0
142	40142	1
142	40142	0
143	40142	122
144	40142	31
144	40142	2
144	40142	154
146	40142	177
146	40142	12
146	40142	1
147	40142	136
147	40142	116
158	40142	44
127	40147	0
133	40147	0
142	40147	4
146	40147	7
147	40147	10
158	40147	64
127	40148	9
133	40148	0
156	40148	11
127	40149	0
129	40149	0
131	40149	8
142	40149	0
142	40149	6
143	40149	3347
144	40149	754
144	40149	2047
144	40149	1739
146	40149	1627
146	40149	8719
146	40149	352
146	40149	2743
146	40149	2356
146	40149	881
147	40149	379
147	40149	650
153	40149	0
127	40150	0
131	40150	4
135	40150	0
142	40150	22
142	40150	79
144	40150	1775
144	40150	5794
144	40150	5456
146	40150	297
146	40150	21
146	40150	63
147	40150	2376
147	40150	763
147	40150	1011
147	40150	2214
153	40150	0
129	40151	2
135	40151	0
143	40151	1813
156	40151	4
158	40151	2
127	40154	0
129	40154	0
135	40154	4
158	40154	56
127	40156	0
131	40156	5
142	40156	223
142	40156	1453
143	40156	261
144	40156	1739
144	40156	5609
144	40156	771
146	40156	832
146	40156	318
146	40156	527
147	40156	1112
147	40156	1672
156	40156	65
127	40157	0
129	40157	0
133	40157	0
153	40157	0
131	40158	2
135	40158	0
142	40158	17
142	40158	85
143	40158	2527
144	40158	3297
144	40158	7902
144	40158	2571
146	40158	100
146	40158	43
146	40158	26
147	40158	15335
147	40158	8953
147	40158	3720
147	40158	3323
156	40158	1
131	40161	0
135	40161	0
146	40161	2623
146	40161	236
146	40161	1456
146	40161	244
146	40161	414
146	40161	1
156	40161	0
129	40162	342
135	40162	0
142	40162	197
142	40162	377
143	40162	3423
144	40162	2049
144	40162	4981
144	40162	2562
146	40162	7367
146	40162	2218
146	40162	1350
158	40162	3
133	40163	0
147	40163	2460
147	40163	1635
153	40163	42
158	40163	325
142	40164	27
142	40164	2
143	40164	40
144	40164	2143
144	40164	1506
144	40164	1146
129	40165	0
133	40165	0
153	40165	1
133	40168	0
142	40168	79
142	40168	274
143	40168	11105
144	40168	2732
144	40168	7016
144	40168	5700
127	40169	0
131	40169	0
135	40169	0
142	40169	9
142	40169	21
143	40169	87
144	40169	1277
144	40169	346
144	40169	214
129	40170	0
158	40170	58
127	40176	6
129	40176	7
131	40176	0
133	40176	1
135	40176	3
142	40176	180
142	40176	51
143	40176	1097
144	40176	2228
144	40176	3906
144	40176	3748
146	40176	2213
146	40176	3630
146	40176	1628
147	40176	1215
147	40176	640
158	40176	1566
