Rm	Date	Read1	Read2	Read3	Mean
156	07/17/09	39	41	21	34
156	07/17/09	1	10	64	25
157	07/17/09	241	193	170	201
159	07/17/09	4	6	41	17
159	07/17/09	7	1	0	3
147A	07/17/09	141	299	219	220
164T	07/17/09	0	0	0	0
143	07/18/09	404	580	106	363
126	07/20/09	40	33	92	55
127	07/20/09	101	105	100	102
127	07/20/09	14	2	1	6
127	07/20/09	4	3	1	3
134	07/20/09	120	66	27	71
135	07/20/09	58	75	85	73
135	07/20/09	29	22	13	21
135	07/20/09	32	35	27	31
152	07/20/09	24	25	17	22
156	07/20/09	5	19	36	20
156	07/20/09	0	0	0	0
157	07/20/09	8	12	1	7
158	07/20/09	250			250
159	07/20/09	3	0	0	1
159	07/20/09	2	0	0	1
165	07/20/09	0	0	0	0
128	07/22/09	137	108	78	108
129	07/22/09	75	19	39	44
129	07/22/09	168	119	153	147
129	07/22/09	183	115	66	121
164	07/22/09	0	0	0	0
131	07/23/09	81	29	8	39
131	07/23/09	54	13	138	68
131	07/23/09	27	34	52	38
132	07/23/09	112	92	49	84
133	07/23/09	7	4	4	5
133	07/23/09	32	66	32	43
133	07/23/09	372	139	59	190
153	07/23/09	373	991	622	662
153	07/23/09	60	41	31	44
153	07/23/09	83	29	17	43
154	07/23/09	399	123	70	197
132	07/24/09	62	139	122	108
133	07/24/09	13	44	23	27
133	07/24/09	18	10	4	11
133	07/24/09	9	9	19	12
143	07/24/09	485	136	49	223
153	07/24/09	45	32	963	347
153	07/24/09	38	129	53	73
153	07/24/09	39	8	9	19
154	07/24/09	396	93	144	211
157	07/24/09	732	238	292	421
159	07/24/09	26	63	93	61
159	07/24/09	24	121	84	76
164	07/24/09	90	32	43	55
147A	07/24/09	93	34	19	49
145	07/25/09	63	10	2	25
128	07/27/09	26	28	4	19
129	07/27/09	24	22	20	22
129	07/27/09	25	23	7	18
129	07/27/09	0	0	1	0
131	07/27/09	60	33	10	34
131	07/27/09	37	36	30	34
131	07/27/09	41	19	36	32
131	07/27/09	39	48	21	36
131	07/27/09	119	1637	149	635
131	07/27/09	29	7	50	29
134	07/27/09	69	27	20	39
135	07/27/09	8	3	8	6
135	07/27/09	9	17	86	37
135	07/27/09	13	3	7	8
152	07/27/09	111	46	19	59
156	07/27/09	1	0	1	1
156	07/27/09	2	0	3	2
165	07/27/09	0	0	0	0
165	07/27/09	0	0	0	0
147A	07/27/09	48	195	149	131
147A	07/27/09	84	81	217	127
126	07/28/09	12	26	1	13
127	07/28/09	44	23	35	34
127	07/28/09	5	2	1	3
127	07/28/09	0	11	63	25
134	07/28/09	35	94	23	51
135	07/28/09	22	47	24	31
135	07/28/09	35	23	19	26
135	07/28/09	54	53	35	47
143	07/28/09	2356	197	42	865
145	07/28/09	87	11	47	48
152	07/28/09	48	32	44	41
156	07/28/09	9	32	132	58
156	07/28/09	22	254	217	164
157	07/28/09	63	145	240	149
159	07/28/09	1	2	2	2
159	07/28/09	70	22	42	45
131	07/29/09	67	17	24	36
131	07/29/09	55	34	43	44
131	07/29/09	21	9	5	12
131	07/29/09	83	964	506	518
131	07/29/09	59	34	22	38
131	07/29/09	11	2	9	7
132	07/29/09	116	65	58	80
133	07/29/09	27	34	54	38
133	07/29/09	87	80	88	85
133	07/29/09	80	31	13	41
153	07/29/09	482	216	101	266
153	07/29/09	188	84	98	123
153	07/29/09	204	153	97	151
154	07/29/09	159	43	30	77
128	07/30/09	110	63	40	71
129	07/30/09	106	29	75	70
129	07/30/09	768	253	45	355
129	07/30/09	15	5	4	8
143	07/30/09	519	155	75	250
145	07/30/09	750	390	393	511
164	07/30/09	0	0	0	0
131	07/31/09	42	40	51	44
131	07/31/09	24	46	44	38
131	07/31/09	1	2	1	1
132	07/31/09	269	434	261	321
133	07/31/09	9	14	28	17
133	07/31/09	29	22	69	40
133	07/31/09	20	13	5	13
153	07/31/09	405	101	2555	1020
153	07/31/09	38	40	28	35
153	07/31/09	76	30	41	49
154	07/31/09	340	212	96	216
126	08/03/09	86	87	517	230
127	08/03/09	46	70	52	56
127	08/03/09	818	449	307	525
127	08/03/09	7	6	2	5
132	08/03/09	28	17	50	32
133	08/03/09	25	45	147	72
133	08/03/09	24	34	24	27
133	08/03/09	28	4	10	14
143	08/03/09	15	4	15	11
145	08/03/09	353	118	25	165
153	08/03/09	34	9	4	16
153	08/03/09	69	26	38	44
153	08/03/09	23	9	3	12
154	08/03/09	222	210	109	180
157	08/03/09	28	19	11	19
159	08/03/09	2	4	0	2
159	08/03/09	0	0	0	0
128	08/04/09	295	137	71	168
129	08/04/09	76	98	1085	420
129	08/04/09	2873	696	213	1261
129	08/04/09	34	39	37	37
131	08/04/09	42	14	40	32
131	08/04/09	19	14	9	14
131	08/04/09	13	19	44	25
134	08/04/09	1594	424	235	751
135	08/04/09	33	18	34	28
135	08/04/09	46	10	11	22
135	08/04/09	21	20	38	26
152	08/04/09	375	163	123	220
156	08/04/09	18	11	12	14
156	08/04/09	37	44	24	35
164	08/04/09	0	0	0	0
164	08/04/09	0	0	0	0
147A	08/04/09	14	9	3	9
147A	08/04/09	26	5	28	20
134	08/05/09	38	32	16	29
135	08/05/09	168	230	104	167
135	08/05/09	41	50	46	46
135	08/05/09	158	201	166	175
143	08/05/09	52	10	17	26
145	08/05/09	479	101	45	208
152	08/05/09	103	78	53	78
156	08/05/09	23	15	2	13
156	08/05/09	41	14	5	20
157	08/05/09	44	13	16	24
159	08/05/09	20	6	0	9
159	08/05/09	18	5	2	8
128	08/06/09	159	105	73	112
129	08/06/09	36	23	8	22
129	08/06/09	23	28	51	34
129	08/06/09	9	10	17	12
164	08/06/09	0	0	0	0
164	08/06/09	0	0	0	0
147A	08/06/09	5	4	5	5
147A	08/06/09	5	5	4	5
126	08/07/09	49	48	29	42
127	08/07/09	189	106	43	113
127	08/07/09	29	21	13	21
127	08/07/09	87	45	91	74
131	08/07/09	14	30	31	25
131	08/07/09	5	42	35	27
131	08/07/09	10	19	27	19
132	08/07/09	35	12	7	18
133	08/07/09	20	6	18	15
133	08/07/09	58	29	21	36
133	08/07/09	12	13	141	55
153	08/07/09	172	170	136	159
153	08/07/09	19	5	2	9
153	08/07/09	7	1	0	3
154	08/07/09	234	172	70	159
164	08/07/09	0	0	0	0
164	08/07/09	0	1	13	5
147A	08/07/09	17	5	3	8
147A	08/07/09	9	0	0	3
143	08/10/09	11	1	0	4
145	08/10/09	169	102	37	103
164	08/10/09	0	2	8	3
164	08/10/09	0	0	0	0
147A	08/10/09	6	32	81	40
147A	08/10/09	81	79	31	64
143	08/12/09	44	10	5	20
145	08/12/09	9	8	4	7
164	08/12/09	0	0	0	0
164	08/12/09	0	0	0	0
147A	08/12/09	30	10	3	14
147A	08/12/09	12	8	6	9
126	08/13/09	264	195	129	196
127	08/13/09	62	27	27	39
127	08/13/09	27	24	13	21
127	08/13/09	12	12	13	12
134	08/13/09	651	286	289	409
135	08/13/09	372	323	225	307
135	08/13/09	52	33	57	47
135	08/13/09	25	25	11	20
152	08/13/09	115	21	9	48
156	08/13/09	45	77	63	62
156	08/13/09	45	45	37	42
157	08/13/09	21	7	1	10
159	08/13/09	347	81	33	154
159	08/13/09	174	17	6	66
164	08/13/09	0	0	0	0
164	08/13/09	0	0	0	0
147A	08/13/09	26	24	34	28
147A	08/13/09	66	27	10	34
134	08/14/09	308	87	202	199
135	08/14/09	158	85	135	126
135	08/14/09	130	40	11	60
135	08/14/09	136	206	224	189
152	08/14/09	48	31	12	30
156	08/14/09	49	23	3	25
156	08/14/09	127	289	45	154
128	08/17/09	17	10	5	11
129	08/17/09	38	18	21	26
129	08/17/09	7	9	5	7
129	08/17/09	4	4	2	3
164	08/17/09	0	0	0	0
164	08/17/09	0	0	0	0
147A	08/17/09	65	46	22	44
147A	08/17/09	38	24	2	21
131	08/18/09	35	22	213	90
131	08/18/09	20	11	35	22
131	08/18/09	42	21	10	24
132	08/18/09	19	19	40	26
133	08/18/09	29	30	9	23
133	08/18/09	222	124	58	135
133	08/18/09	21	18	23	21
153	08/18/09	347	98	205	217
153	08/18/09	276	64	81	140
153	08/18/09	73	74	264	137
154	08/18/09	64	12	9	28
164	08/18/09	0	0	0	0
164	08/18/09	0	0	0	0
147A	08/18/09	58	59	7	41
147A	08/18/09	47	13	11	24
126	08/19/09	188	107	58	118
127	08/19/09	22	8	3	11
127	08/19/09	39	18	28	28
127	08/19/09	32	110	27	56
132	08/19/09	32	23	20	25
133	08/19/09	7	1	5	4
133	08/19/09	9	34	35	26
133	08/19/09	19	22	17	19
143	08/19/09	308	64	14	129
145	08/19/09	40	10	12	21
153	08/19/09	304	312	270	295
153	08/19/09	40	49	61	50
153	08/19/09	65	58	200	108
154	08/19/09	182	60	158	133
157	08/19/09	82	158	198	146
128	08/20/09	127	79	68	91
129	08/20/09	117	47	61	75
129	08/20/09	81	32	25	46
129	08/20/09	31	66	93	63
131	08/20/09	115	8	3	42
131	08/20/09	28	9	5	14
131	08/20/09	14	13	4	10
134	08/20/09	343	221	83	216
135	08/20/09	125	48	29	67
135	08/20/09	31	19	9	20
135	08/20/09	420	608	166	398
152	08/20/09	75	60	33	56
156	08/20/09	69	39	1	36
156	08/20/09	37	29	24	30
164	08/20/09	0	4	0	1
164	08/20/09	0	0	0	0
147A	08/20/09	16	1	0	6
147A	08/20/09	82	40	26	49
126	08/21/09	372	298	234	301
127	08/21/09	118	29	30	59
127	08/21/09	24	6	6	12
127	08/21/09	6	2	0	3
134	08/21/09	444	238	91	258
135	08/21/09	38	17	10	22
135	08/21/09	22	13	9	15
135	08/21/09	129	174	41	115
143	08/21/09	3	7	12	7
145	08/21/09	310	92	27	143
152	08/21/09	45	33	13	30
156	08/21/09	12	16	11	13
156	08/21/09	148	8	0	52
157	08/21/09	481	149	42	224
159	08/21/09	2	0	4	2
159	08/21/09	59	9	1	23
126	08/24/09	34	40	25	33
127	08/24/09	66	180	109	118
127	08/24/09	12	5	3	7
127	08/24/09	17	3	4	8
134	08/24/09	64	33	19	39
135	08/24/09	62	37	10	36
135	08/24/09	10	3	0	4
135	08/24/09	16	79	35	43
152	08/24/09	138	38	28	68
156	08/24/09	3	2	1	2
156	08/24/09	1	0	0	0
157	08/24/09	13	5	3	7
159	08/24/09	25	4	3	11
159	08/24/09	22	1	1	8
128	08/25/09	836	870	950	885
129	08/25/09	1085	677	632	798
129	08/25/09	330	386	391	369
129	08/25/09	878	804	628	770
159	08/25/09	153			153
164	08/25/09	0	0	0	0
164	08/25/09	0	0	0	0
147A	08/25/09	29	72	40	47
147A	08/25/09	87	43	12	47
131	08/26/09	40	17	13	23
131	08/26/09	25	49	51	42
131	08/26/09	16	8	8	11
132	08/26/09	245	53	71	123
133	08/26/09	2018	41	114	724
133	08/26/09	122	774	137	344
133	08/26/09	51	16	7	25
153	08/26/09	841	292	293	475
153	08/26/09	87	91	75	84
153	08/26/09	36	146	344	175
154	08/26/09	69	32	14	38
126	08/27/09	313	219	144	225
127	08/27/09	51	149	380	193
127	08/27/09	94	25	66	62
127	08/27/09	68	49	47	55
132	08/27/09	30	18	4	17
133	08/27/09	7	12	10	10
133	08/27/09	4	14	7	8
133	08/27/09	1	8	7	5
143	08/27/09	43	30	23	32
145	08/27/09	56	28	12	32
153	08/27/09	42	174	89	102
153	08/27/09	37	39	187	88
153	08/27/09	21	22	117	53
154	08/27/09	243	82	46	124
157	08/27/09	84	29	19	44
159	08/27/09	25	75	11	37
159	08/27/09	45	11	2	19
131	08/28/09	21	11	2	11
131	08/28/09	28	18	17	21
131	08/28/09	7	5	7	6
134	08/28/09	825	261	102	396
135	08/28/09	57	28	121	69
135	08/28/09	23	8	15	15
135	08/28/09	32	9	8	16
143	08/28/09	23	8	1	11
145	08/28/09	162	53	24	80
152	08/28/09	216	57	6	93
156	08/28/09	7	5	27	13
156	08/28/09	36	8	46	30
164	08/28/09	0	0	0	0
147A	08/28/09	71	118	70	86
126	08/31/09	62	34	28	41
127	08/31/09	29	114	64	69
127	08/31/09	16	10	3	10
127	08/31/09	6	3	2	4
134	08/31/09	2	1	2	2
135	08/31/09	27	17	27	24
135	08/31/09	4	8	6	6
135	08/31/09	15	43	22	27
143	08/31/09	227	93	1612	644
145	08/31/09	50	18	7	25
152	08/31/09	49	9	5	21
156	08/31/09	0	0	0	0
156	08/31/09	2	2	4	3
157	08/31/09	21	3	0	8
159	08/31/09	63	6	4	24
159	08/31/09	50	5	4	20
164	08/31/09	0	0	0	0
164	08/31/09	0	0	0	0
147A	08/31/09	95	40	15	50
147A	08/31/09	28	11	7	15
131	09/01/09	93	65	54	71
131	09/01/09	5	5	2	4
131	09/01/09	18	3	63	28
131	09/01/09	11			11
131	09/01/09	3			3
134	09/01/09	14	32	21	22
135	09/01/09	13	11	11	12
135	09/01/09	6	133	79	73
135	09/01/09	89	48	9	49
137	09/01/09	160			160
152	09/01/09	185	196	83	155
156	09/01/09	12	10	117	46
156	09/01/09	17	3	4	8
156	09/01/09	3			3
128	09/02/09	303	463	276	347
129	09/02/09	536	796	974	769
129	09/02/09	1987	1959	2008	1985
129	09/02/09	287	345	359	330
132	09/02/09	129	47	38	71
133	09/02/09	19	11	12	14
133	09/02/09	37	30	15	27
133	09/02/09	18	15	68	34
157	09/02/09	64	1	0	22
159	09/02/09	27	7	7	14
159	09/02/09	8	0	1	3
164	09/02/09	0	0	0	0
164	09/02/09	0	0	0	0
147A	09/02/09	5	4	1	3
147A	09/02/09	27	9	2	13
131	09/03/09	20	13	13	15
131	09/03/09	15	7	5	9
131	09/03/09	91	49	21	54
132	09/03/09	64	18	8	30
133	09/03/09	22	18	34	25
133	09/03/09	69	72	42	61
133	09/03/09	13	3	14	10
153	09/03/09	109	34	32	58
153	09/03/09	32	18	7	19
153	09/03/09	36	77	78	64
154	09/03/09	70	38	18	42
128	09/04/09	469	482	782	578
129	09/04/09	708	471	390	523
129	09/04/09	1575	1581	1606	1587
129	09/04/09	308	554	188	350
135	09/04/09	25			25
143	09/04/09	899	261	70	410
145	09/04/09	62	29	20	37
153	09/04/09	25	47	54	42
153	09/04/09	49	43	17	36
154	09/04/09	316	52	26	131
164	09/04/09	0	0	0	0
164	09/04/09	0	0	2	1
147A	09/04/09	44	22	14	27
147A	09/04/09	69	52	106	76
147A	09/04/09	274	245	140	220
147A	09/04/09	163	361	204	243
126	09/08/09	29	7	8	15
127	09/08/09	4	4	12	7
127	09/08/09	12	2	3	6
127	09/08/09	4	2	4	3
134	09/08/09	191	82	64	112
135	09/08/09	96	73	36	68
135	09/08/09	31	118	223	124
135	09/08/09	317	282	360	320
152	09/08/09	8	9	12	10
156	09/08/09	68	25	4	32
156	09/08/09	67	4	4	25
164	09/08/09	0	0	0	0
128	09/09/09	1005	649	366	673
129	09/09/09	205	177	198	193
129	09/09/09	1833	1538	762	1378
129	09/09/09	196	145	369	237
131	09/09/09	166	39	17	74
131	09/09/09	23	10	7	13
131	09/09/09	9	9	3	7
134	09/09/09	54	31	24	36
135	09/09/09	178	282	310	257
135	09/09/09	62	44	56	54
135	09/09/09	59	28	24	37
143	09/09/09	4163	1096	543	1934
145	09/09/09	418	171	115	235
152	09/09/09	178	82	143	134
156	09/09/09	127	3	20	50
156	09/09/09	63	61	57	60
157	09/09/09	234	32	24	97
159	09/09/09	169	20	6	65
159	09/09/09	192	36	4	77
147A	09/09/09	23	10	5	13
147A	09/09/09	346	84	68	166
131	09/10/09	41	30	242	104
131	09/10/09	7	22	25	18
131	09/10/09	20	91	59	57
132	09/10/09	201	111	34	115
133	09/10/09	8	13	18	13
133	09/10/09	36	34	36	35
133	09/10/09	44	21	14	26
157	09/10/09	51	17	0	23
159	09/10/09	35	7	3	15
159	09/10/09	34	19	4	19
164	09/10/09	0	0	0	0
164	09/10/09	0	0	0	0
147A	09/10/09	14	17	5	12
147A	09/10/09	15	9	33	19
128	09/11/09	51	29	24	35
129	09/11/09	172	114	63	116
129	09/11/09	256	157	49	154
129	09/11/09	99	301	116	172
129	09/11/09	294			294
132	09/11/09	73	130	35	79
133	09/11/09	18	13	14	15
133	09/11/09	25	41	42	36
133	09/11/09	14	14	9	12
143	09/11/09	0	2	1	1
145	09/11/09	89	27	39	52
154	09/11/09	209	113	329	217
128	09/14/09	48	44	39	44
129	09/14/09	212	242	335	263
129	09/14/09	336	337	396	356
129	09/14/09	116	185	121	141
143	09/14/09	2	0	29	10
145	09/14/09	94	122	44	87
153	09/14/09	26	7	0	11
153	09/14/09	15	2	2	6
153	09/14/09	10	3	1	5
154	09/14/09	109	61	57	76
164	09/14/09	0	0	0	0
164	09/14/09	0	1	0	0
165	09/14/09	0	0	0	0
147A	09/14/09	78	26	19	41
147A	09/14/09	37	12	4	18
126	09/15/09	8	7	14	10
127	09/15/09	10	18	69	32
127	09/15/09	5	21	1	9
127	09/15/09	19	19	13	17
134	09/15/09	29	109	54	64
135	09/15/09	119	59	64	81
135	09/15/09	43	28	35	35
135	09/15/09	37	44	59	47
143	09/15/09	787	193	70	350
145	09/15/09	517	551	726	598
152	09/15/09	26	42	3	24
156	09/15/09	46	188	67	100
156	09/15/09	15	5	41	20
126	09/16/09	144	77	60	94
127	09/16/09	45	33	39	39
127	09/16/09	42	24	42	36
127	09/16/09	36	27	17	27
131	09/16/09	54	64	123	80
131	09/16/09	25	22	10	19
131	09/16/09	7	7	4	6
134	09/16/09	10	4	16	10
135	09/16/09	40	48	117	68
135	09/16/09	139	44	26	70
135	09/16/09	98	42	28	56
152	09/16/09	92	36	59	62
156	09/16/09	53	37	39	43
156	09/16/09	0	0	0	0
157	09/16/09	28	62	3	31
159	09/16/09	139	37	13	63
159	09/16/09	33	11	37	27
164	09/16/09	0	0	0	0
164	09/16/09	11	5	4	7
147A	09/16/09	136	82	35	84
147A	09/16/09	3032	1432	603	1689
147A	09/16/09	13	5	10	9
147A	09/16/09	25	34	19	26
128	09/17/09	592	326	215	378
129	09/17/09	719	903	967	863
129	09/17/09	1657	1504	1456	1539
129	09/17/09	1654	1661	2084	1800
132	09/17/09	99	58	107	88
133	09/17/09	30	18	38	29
133	09/17/09	69	29	43	47
133	09/17/09	101	47	32	60
157	09/17/09	204	37	24	88
159	09/17/09	57	12	8	26
159	09/17/09	24	1	0	8
164	09/17/09	94	60	38	64
164	09/17/09	0	0	0	0
147A	09/17/09	518	313	101	311
147A	09/17/09	85	71	56	71
126	09/18/09	15	6	5	9
127	09/18/09	63	19	31	38
127	09/18/09	27	17	60	35
127	09/18/09	13	9	14	12
131	09/18/09	73	44	30	49
131	09/18/09	39	42	24	35
131	09/18/09	20	31	66	39
132	09/18/09	64	56	41	54
133	09/18/09	41	59	35	45
133	09/18/09	78	28	14	40
133	09/18/09	87	98	108	98
153	09/18/09	160	61	33	85
153	09/18/09	12	9	5	9
153	09/18/09	271	223	209	234
154	09/18/09	30	27	10	22
132	09/21/09	47	29	55	44
133	09/21/09	15	8	2	8
133	09/21/09	17	13	42	24
133	09/21/09	21	16	16	18
152	09/21/09	160	55	9	75
153	09/21/09	36	8	5	16
153	09/21/09	13	11	7	10
153	09/21/09	14	2	6	7
153	09/21/09	71	146	104	107
153	09/21/09	89	65	54	69
153	09/21/09	27	31	45	34
154	09/21/09	107	88	52	82
156	09/21/09	6	0	3	3
156	09/21/09	10	23	0	11
164	09/21/09	0	0	0	0
164	09/21/09	0	0	0	0
147A	09/21/09	71	29	20	40
147A	09/21/09	28	6	1	12
128	09/22/09	95	78	117	97
129	09/22/09	57	28	41	42
129	09/22/09	258	132	91	160
129	09/22/09	267	257	113	212
143	09/22/09	225	59	9	98
145	09/22/09	604	229	121	318
153	09/22/09	47	55	16	39
153	09/22/09	9	13	13	12
153	09/22/09	66	23	60	50
154	09/22/09	48	6	1	18
126	09/23/09	145	105	89	113
127	09/23/09	30	6	7	14
127	09/23/09	25	14	13	17
127	09/23/09	51	24	7	27
131	09/23/09	78	39	35	51
131	09/23/09	11	6	3	7
131	09/23/09	1	2	2	2
134	09/23/09	231	337	255	274
135	09/23/09	1585	1810	1190	1528
135	09/23/09	231	271	363	288
135	09/23/09	738	599	458	598
143	09/23/09	0	0	0	0
145	09/23/09	160	57	12	76
153	09/23/09	29	14	31	25
153	09/23/09	48	42	24	38
153	09/23/09	38	112	141	97
154	09/23/09	42	40	11	31
131	09/24/09	16	5	20	14
131	09/24/09	34	137	11	61
131	09/24/09	54	13	11	26
134	09/24/09	282	150	111	181
135	09/24/09	14	55	18	29
135	09/24/09	14	19	4	12
135	09/24/09	155	76	45	92
152	09/24/09	63	28	16	36
156	09/24/09	61	98	71	77
156	09/24/09	28	32	22	27
157	09/24/09	235	18	22	92
159	09/24/09	104	120	50	91
159	09/24/09	13	3	3	6
147A	09/24/09	213	159	104	159
147A	09/24/09	88	65	54	69
159	09/25/09	29			29
164	09/25/09	1	0	0	0
164	09/25/09	0	0	0	0
147A	09/25/09	4	4	0	3
147A	09/25/09	13	7	2	7
147B	09/25/09	1097			1097
128	09/28/09	68	39	30	46
129	09/28/09	208	118	93	140
129	09/28/09	137	80	106	108
129	09/28/09	185	105	53	114
132	09/28/09	126	39	48	71
133	09/28/09	31	15	1	16
133	09/28/09	44	111	95	83
133	09/28/09	69	26	5	33
157	09/28/09	40	0	5	15
159	09/28/09	57	25	4	29
159	09/28/09	0	0	1	0
164	09/28/09	0	0	0	0
164	09/28/09	0	0	0	0
147A	09/28/09	24	3	9	12
147A	09/28/09	19	8	2	10
164	09/29/09	62	11	6	26
164	09/29/09	1	0	0	0
147A	09/29/09	381	175	104	220
147A	09/29/09	94	97	48	80
126	09/30/09	1993	1451	885	1443
127	09/30/09	1988	1632	2247	1956
127	09/30/09	1827	972	578	1126
127	09/30/09	1375	1409	388	1057
128	09/30/09	456	313	213	327
129	09/30/09	334	164	195	231
129	09/30/09	576	270	355	400
129	09/30/09	247	107	248	201
153	09/30/09	61	42	17	40
153	09/30/09	56	30	116	67
153	09/30/09	63	25	6	31
154	09/30/09	211	50	17	93
164	09/30/09	0	0	0	0
164	09/30/09	0	0	0	0
147A	09/30/09	137	58	21	72
147A	09/30/09	48	49	37	45
126	10/01/09	2289	1645	1475	1803
127	10/01/09	544	398	319	420
127	10/01/09	870	441	271	527
127	10/01/09	205	416	523	381
131	10/01/09	17	177	59	84
131	10/01/09	17	16	9	14
131	10/01/09	3	1	0	1
134	10/01/09	90	45	84	73
135	10/01/09	728	702	480	637
135	10/01/09	312	273	387	324
135	10/01/09	136	138	271	182
143	10/01/09	15	3	0	6
145	10/01/09	25	41	19	28
153	10/01/09	378	143	55	192
153	10/01/09	88	54	326	156
153	10/01/09	1419	305	465	730
154	10/01/09	120	108	92	107
164	10/01/09	0	0	0	0
164	10/01/09	0	0	0	0
147A	10/01/09	48	12	9	23
147A	10/01/09	40	14	7	20
126	10/02/09	228	152	99	160
127	10/02/09	312	68	242	207
127	10/02/09	223	123	270	205
127	10/02/09	976	214	118	436
131	10/02/09	31	27	13	24
131	10/02/09	776	7	26	270
131	10/02/09	11	1	4	5
132	10/02/09	141	125	81	116
133	10/02/09	55	79	35	56
133	10/02/09	23	14	7	15
133	10/02/09	50	21	12	28
134	10/02/09	73	71	28	57
135	10/02/09	32	30	83	48
135	10/02/09	19	27	56	34
135	10/02/09	18	43	116	59
143	10/02/09	35	10	20	22
145	10/02/09	204	117	49	123
157	10/02/09	84	6	6	32
159	10/02/09	108	256	114	159
152	10/03/09	202	174	133	170
156	10/03/09	78	224	31	111
156	10/03/09	135	40	15	63
126	10/05/09	523	410	280	404
127	10/05/09	690	137	185	337
127	10/05/09	111	32	16	53
127	10/05/09	17	11	7	12
134	10/05/09	17	3	14	11
135	10/05/09	509	593	532	545
135	10/05/09	262	263	179	235
135	10/05/09	145	155	148	149
152	10/05/09	155	49	27	77
156	10/05/09	69	15	1	28
156	10/05/09	5	0	0	2
157	10/05/09	54	0	1	18
159	10/05/09	597	144	4	248
159	10/05/09	33	10	0	14
128	10/06/09	17	15	35	22
129	10/06/09	243	264	240	249
129	10/06/09	123	50	55	76
129	10/06/09	90	118	155	121
132	10/06/09	93	138	126	119
133	10/06/09	262	222	193	226
133	10/06/09	78	28	16	41
133	10/06/09	124	82	108	105
157	10/06/09	842	526	231	533
159	10/06/09	296	358	57	237
159	10/06/09	221	30	6	86
132	10/07/09	179	122	62	121
133	10/07/09	119	144	48	104
133	10/07/09	36	29	82	49
133	10/07/09	20	29	64	38
152	10/07/09	171	72	35	93
156	10/07/09	88	383	49	173
156	10/07/09	186	182	179	182
164	10/07/09	0	0	6	2
164	10/07/09	0	0	0	0
147A	10/07/09	140	50	17	69
147A	10/07/09	141	77	38	85
128	10/08/09	301	253	146	233
129	10/08/09	700	402	304	469
129	10/08/09	454	1971	1935	1453
129	10/08/09	2569	2186	1753	2169
131	10/08/09	50	12	11	24
131	10/08/09	54	1226	105	462
131	10/08/09	30	39	340	136
143	10/08/09	101	23	11	45
145	10/08/09	48	22	25	32
153	10/08/09	65	142	113	107
153	10/08/09	97	68	8	58
153	10/08/09	24	29	21	25
154	10/08/09	569	73	90	244
131	10/09/09	16	13	3	11
131	10/09/09	9	72	48	43
131	10/09/09	4	3	25	11
134	10/09/09	191	130	75	132
135	10/09/09	44	132	18	65
135	10/09/09	7	14	5	9
135	10/09/09	3	13	3	6
143	10/09/09	161	45	8	71
145	10/09/09	31	46	6	28
153	10/09/09	50	178	74	101
153	10/09/09	14	6	13	11
153	10/09/09	13	67	72	51
154	10/09/09	220	193	172	195
164	10/09/09	0	1	0	0
164	10/09/09	5	0	0	2
147A	10/09/09	15	5	4	8
147A	10/09/09	394	225	132	250
126	10/12/09	216	122	85	141
127	10/12/09	46	11	3	20
127	10/12/09	10	5	0	5
127	10/12/09	1	1	0	1
131	10/12/09	20	11	22	18
131	10/12/09	43	19	22	28
131	10/12/09	9	38	106	51
134	10/12/09	59	38	30	42
135	10/12/09	29	29	74	44
135	10/12/09	17	19	13	16
135	10/12/09	11	15	26	17
153	10/12/09	108	37	26	57
153	10/12/09	11	3	15	10
153	10/12/09	14	99	104	72
154	10/12/09	153	97	76	109
126	10/13/09	156	66	412	211
127	10/13/09	88	96	78	87
127	10/13/09	125	25	27	59
127	10/13/09	18	12	23	18
134	10/13/09	305	315	211	277
135	10/13/09	228	184	221	211
135	10/13/09	232	490	341	354
135	10/13/09	279	257	233	256
152	10/13/09	82	104	53	80
156	10/13/09	28	2	0	10
156	10/13/09	10	57	54	40
157	10/13/09	267	150	84	167
159	10/13/09	59	27	73	53
159	10/13/09	75	70	205	117
128	10/14/09	1954	1610	1582	1715
129	10/14/09	4585	4220	4138	4314
129	10/14/09	4316	4204	4884	4468
129	10/14/09	5060	4605	4715	4793
132	10/14/09	45	85	37	56
133	10/14/09	126	63	83	91
133	10/14/09	164	101	144	136
133	10/14/09	133	58	35	75
143	10/14/09	10	4	2	5
145	10/14/09	663	248	86	332
157	10/14/09	166	115	95	125
159	10/14/09	43	113	19	58
159	10/14/09	178	19	8	68
132	10/15/09	14	15	13	14
133	10/15/09	33	31	19	28
133	10/15/09	38	38	34	37
133	10/15/09	25	12	20	19
152	10/15/09	260	33	17	103
156	10/15/09	19	350	12	127
156	10/15/09	13	1	2	5
164	10/15/09	8	0	1	3
164	10/15/09	0	0	0	0
147A	10/15/09	145	140	132	139
147A	10/15/09	179	171	153	168
128	10/16/09	105	41	21	56
129	10/16/09	113	158	127	133
129	10/16/09	107	222	71	133
129	10/16/09	137	65	151	118
131	10/16/09	134	64	37	78
131	10/16/09	56	16	15	29
131	10/16/09	23	7	18	16
143	10/16/09	424	537	226	396
145	10/16/09	190	71	37	99
153	10/16/09	207	118	174	166
153	10/16/09	24	24	24	24
153	10/16/09	27	16	28	24
154	10/16/09	259	157	128	181
128	10/19/09	159	126	95	127
129	10/19/09	832	982	889	901
